userName,score,at,content
muhammad daffa,1,2025-08-13 07:45:46,kami mau cobak buat register account kami tidak bisa masuk ini sudah loading sampek 3 jam
Khair ryura,5,2025-08-13 06:48:19,apknya bangsa banget apalagi buat mabar 🎉
Alyna Dea,1,2025-08-13 06:43:01,kenapa login aja dikasih banyak kendala kayak udh ada pemberitahuan ada kode dikirim tapi nyatanya kode dikirim aja kagak semoga diperbaiki lagi
Juan Fedrik,1,2025-08-13 06:39:18,busuk
Arita Putri Aleza,1,2025-08-13 06:20:38,WHY I CANNOT CREATE AN ACC 😭😭😭 I USED DIFF EMAILS AN EVEN MY PHONE NUMBER BUT IT DIDN'T WORK 😭😭😭
Fahri Putra,5,2025-08-13 06:08:32,cocok untuk ngumpul bareng temen dan berbicara
giyan tomoki,1,2025-08-13 06:00:31,mau login aja lama banget.. sampai skrg loading mulu
Real Mii,2,2025-08-13 05:43:14,minimal tolong verifikasi teka teki nya kok gagal Mulu padahal dah benar lama kali loading nya
Subhan Rizky,2,2025-08-13 05:34:41,nii kenapa yaa stuck pas login jaringan stabil kuota masih banyk scroling sosmed sama main game lancar tapi pas login discord gk bisa malah stuck di login
BISMILLAH Briyan,1,2025-08-13 04:44:42,"APLIKASI BUSUK , MAU LOGIN LOADING SEABAD GA KELAR"
Sakti Raya,4,2025-08-13 04:42:57,tolong tambahkan bahasa Indonesia
Galih Lepan,1,2025-08-13 04:35:34,najis gabisa masuk terus padahal email sama pw bener
agung,4,2025-08-13 03:51:24,please add Indonesia and Melayu language.
Gusti Aprilia,1,2025-08-13 03:27:44,"Gak bisa log in terus. Pakai akun lama, akun baru gak ke loading. udah pakai wifi dan paket data pun tetap gak bisa masuk."
ALGI FARRY,1,2025-08-13 02:59:23,Mengapa dc saya setiap login loading nya lama yaa?
Lela Soriani,2,2025-08-13 01:38:19,"When I registered, I got stuck at the age question aka ""And, How Old Are You?"", Pls Fix This"
smp_neduchie 702,5,2025-08-13 01:12:03,mantap
Daffa Andika,1,2025-08-12 23:13:51,rusak nih
ALTHAF,1,2025-08-12 17:29:25,ga bisa login
Dent's Mamat,1,2025-08-12 15:29:51,update bukannya bagus malah dongo stuck loding di login thulol pakai versi lma aman ini baru bug ajjjeng
Adelio Christian Munthe,5,2025-08-12 13:58:30,BAGUSSSSSSS BANGETTTTT
furqon rafai,1,2025-08-12 13:20:03,"login akun aja kayak daftar kerja aja, RIBET pakek change email ga penting !"
Rifki Firmansyah,5,2025-08-12 12:12:29,sangat bagus
Raysheilo Bagaso,1,2025-08-12 12:00:17,ga bisa login akun
mensamen27 samen,1,2025-08-12 11:58:19,why can't i join the server? 😒
Popo Siroyo,4,2025-08-12 11:54:01,"there is a bug, i can't solve the ""please confirm if youre not a robot."" i tried ts 10+ times, bro just lemme in, cmon i dont like this bug, i already report it but it still bug, can u please upgrade it?."
Ulies Chan,5,2025-08-12 11:14:32,bejirr W bgt
depita dep,1,2025-08-12 11:04:40,gabisa loginnnn
Yogi Deis Sugianto,1,2025-08-12 11:03:55,pas login balik susahnya minta ampun
Farezky Revan,2,2025-08-12 11:02:25,verivikasi bot nya rusak
Ridwan,2,2025-08-12 10:15:56,saya suka sama discord tapi yang saya benci yaitu error your email already registered kaya aku pengen verify account ku doang masa harus ribet ada error
Nuuu,1,2025-08-12 10:02:12,"worst in the years, akun kena hack dan mau bikin baru eh verivikasinya error udh 2 hari error masih sama aja... gimana ini ga ada feedback pula ga ada perbaikan.. bener bener bikin susah user"
Ketek Roblox,2,2025-08-12 09:55:10,susah betul masukin email
Idham Chalid,5,2025-08-12 09:42:42,soalnya bypass linknya ada
Kaysar,2,2025-08-12 09:20:17,"ini kenapa ga bisa daftar minn, tolong di perbaiki.. banyak device yang ga bisa mendaftar dan login, pliiss min kasih kami experience mengobrol dengan aman dan nyaman di discordd.. jangan sampaii kami pindah ketempat hanya karna beberapa bug yang membuat kami ga nyaman.."
Shin,1,2025-08-12 08:44:38,"bug voice,setelah update terbaru mulai banyak bug"
Izza Fa'athir,5,2025-08-12 08:23:04,boleh lah
Welly Chandra,1,2025-08-12 08:14:28,susah banget login nya..padahal sinyal lancar
Sabun Cuci,1,2025-08-12 08:08:40,kenapa saya saat login saya harus memberikan nomor telepon tapi saya sudah memberikan nomor telepon itu Masih gak bisa
AaBeCe Gaming,1,2025-08-12 07:17:50,bug banyak pas mau ganti akun DC padahal mau login lagi gak bisa dah verifikasi gak bisa tetep disuruh ngulang terus² bug tolong ini di selesaikan secepat
Muhammad Rasyah Al Bani,5,2025-08-12 05:30:03,Baik
Wiwi Andrianti,1,2025-08-12 03:15:29,"Gabisa verifikasi akun padahal udah nautin ke email, udah ikutin langkah tapi susah banget, udah gabisa masuk akun. udah lapor berapa kali belum ada tindakan, gimana ini tolong"
Say Tampubolon,3,2025-08-12 02:05:57,"i usually got no problem or difficulty when using discord, but today i cant open this app, it stucked in loading screen (discord logo at the start). i tried to reinstall but when i started to download it, playstore said it can't install it right after i finish the download percentage. i already tried rebooting my phone, tried redownload it multiple times with different wifi, but its all the same, i cant download discord. can you tell me whats wrong? is it my phone got IP ban or what? pls help"
Fidelarissa FN,1,2025-08-12 01:50:01,"Sumpah ya berkali kali log in gagal terus, padahal email sama passwordnya udah bener, malah invalid terus. Udah 2 hari coba log in gagal terus giliran udah bisa log in mau verif nomor telepon invalid. Like bro? i know my number and thats valid bro😒"
Nanika Alluka,1,2025-08-12 00:27:11,cant forgot paswrd
Edi Purnomo,1,2025-08-11 19:34:28,"Do gry, kiedy chcę się zarejestrować, data urodzenia, rok i miesiąc nie mogą być prawidłowo połączone, naprawdę beznadziejna aplikacja"
Deden Anggi,1,2025-08-11 18:42:08,gagal mulu gue join verifikasi nya pdhl udh bener posisinya sya bukan robot oii
Adat Beatt,1,2025-08-11 17:53:49,"BUG ANJ PAS BIKIN BARU,BUG I AM NOT ROBOT TERUS APK LAWAK"
Varrel Fadhila,1,2025-08-11 17:49:49,"when I try to create a new account, and when going through the Chaptca verification process, there is a loop and can't continue... always repeating the Chaptca process, please do something for this problem..."
Dewi Arimbi,1,2025-08-11 17:38:06,plis tambahin login pake google soalnya susah banget
Hanif Kids,1,2025-08-11 17:35:39,"harus berapa kali saya mangulangi verifikasi robot tersebut? 10 kali pun saya ulangi masih saja begitu, tolong perbaiki ...."
aku egy,5,2025-08-11 17:19:05,benar
Chiko Pga,1,2025-08-11 16:51:20,"aplikasi gila,buat mastiin robot atau bukan itu udah setengah jam salah Mulu ga selesai selesai"
Maghali 2015,3,2025-08-11 16:25:48,waktu pas saya login ditanya ulang berkali kali apakah saya robot sudah saya selesaikan misi nya tetap saja menanyakan hal yang sama
JUNAI GTR,3,2025-08-11 16:07:31,"lewat aplikasi saya tidak bisa buat akun, tpi lewat google bisa"
Nabil Rasya,1,2025-08-11 15:35:10,ada keanehan dalam memeriksa apakah aku robot berulang kali aku coba tidak bisa bisa
Muhammad Darul Fadhlan,1,2025-08-11 15:20:59,"apalah, akun gue ilang padahal jelas gue catet tu akun, pas bikin lagi malah nge stuk ama ""wait are you human"" g jelas banget"
Azka Sakhi zaidan,1,2025-08-11 15:16:02,ada bug yg sudah masukan kode bahwa saya manusia tapi tetap muncul kodenya tolong secepatnya di perbaiki
rafka rizQi arivan,1,2025-08-11 14:29:08,ribet bener aplikasi nya pas nentuin kita robot bukan gue sampe ka masuk masuk gara gara ini doang coba dong benerin sistem nya jangan ribet
Rafli Gernalive,1,2025-08-11 14:15:00,kecewa gabisa ngirim kode verifikasi
Abay Pejeb,1,2025-08-11 14:14:43,Tololll pas login verifikasi saya bukan robot mulu udha bener nyambung nya loh
Ichiro Yumei,3,2025-08-11 13:51:37,lumayan membantu👍👍
voel2005 Voeldc,1,2025-08-11 13:47:35,apk gjls banyak bug mau bikin akun aj susah bgt
Chikara Ryota,5,2025-08-11 13:20:35,"Masalah Telah diatasi, Terima Kasih atas pengarahan, Sangat Membantu Dalam Seseorang Yang Baru bermain Discord"
zufar Fadli,1,2025-08-11 12:51:29,gak ngotak ini apk disuruh berapa kelai very kali gak niat bikin apk ngotak udh kita tutor di yt ttp gak bisa aneh ²
Akif Muazzam,1,2025-08-11 12:24:18,pendeteksi robot tolong di perbaiki udah yg disuruh bener tapi Masi gak bisa buat akun
nicholas chainady,1,2025-08-11 12:20:58,"Registrasi malah di halang robot², udah bener pasang pipa, diulang berkali² sampe 10x lebih. dikasih pesan dari developer, gk ad guna sama sekali.."
Hasan Jufri,2,2025-08-11 12:06:16,Saya ingin Membuat Tetapi Pertanyaan Sudah Dijawab Tetapi Kok Ngulang Lagi Ya? Padahal Sudah Benar Loh
Daniel Nainggolan,2,2025-08-11 12:05:17,"mau daftar akun, verifikasi pendeteksi human nya eror terus alhasil tidak bisa creat akun... padahal saya sudah sesuai tolong bug nya di hilangkan"
Mawar Geni,1,2025-08-11 11:39:53,terlalu banyak bug saat ingin membuat akun
Yogi Prayoga,1,2025-08-11 11:34:59,"lupa password gak bisa dibenerin, bikin akun baru pas ngisi captcha nya gak bisa terus sampe 20x"
Vakih Shumi,1,2025-08-11 11:30:01,entah kenapa verivikasi bukan robot nya udah di buat ngulang lagi kemudian ditekan ulang lagi begitu aja terus
Miss voice Slam,1,2025-08-11 11:17:59,susah banget mau daftar akun gaje
EGIZAOUN HTG EGI,1,2025-08-11 10:49:58,burik gabisa daftar udh di ulang beberapa kali tetep aja gabisa burik
Arya putra Sanjaya,1,2025-08-11 10:35:11,Ini kenapa pas log in ada tulisan saya bukan robot aku dah lewat tes tapi muncul lagi
Hadi Nur arif,1,2025-08-11 10:25:12,apalah udah dikasih yg bener malang salah kasih bintang 1 Aplikasi Yg Gak Ngotak udah Login Terus Dan Gak Bisa
ILHAM KS Muhammad Ilham,5,2025-08-11 10:24:48,ini keren
Kianu Mahardika,1,2025-08-11 10:03:54,bintang 1 aplikasi ga jelas aku pas lagi bikin akun harus verifikasi kan udah bas ya ituin keran nya eh gagal terus ga jelas aplikasi ga jelas ga usah ada lah Donggo
Huang Kyla,1,2025-08-11 09:46:14,mau register susah bener.... apk apa kali...
LEK Toreqqq,4,2025-08-11 09:02:36,pokok nya the best dh lu dc
Ggwp Ggwp,1,2025-08-11 08:56:44,gw padahal mau login tapi harus di verifikasi gw dah verifikasi tapi tetep gak mau login aneh
Khevin .1,1,2025-08-11 08:11:06,saya kesal pas saat test saya bukan robot yang di bikin test pakai pipa itu bener bener susah dan saya sudah mencoba ya terus tapi di suruh ulang tolong jangan persulit saat login jika tidak ada perubahan akan tetap ku beri 1 🌟
Yansen20 Yansen20,1,2025-08-11 07:46:56,masuk in akun aja ga bisa huu jelek
Cevy Indra Maharda,5,2025-08-11 07:46:00,Semoga bermanfaat
MAS BRAD KAPS,1,2025-08-11 07:35:34,apk busukkkk stuck di recaptha
18.I Made Pandu Agastya Nararya Nata,2,2025-08-11 06:54:41,ngapin isi comfirmasi anda manusia emang ada robot download discord gua jadi ga bisa login !
Li Hard,1,2025-08-11 06:36:09,aplikasi enggak guna udah buat akun gagal terus
Hagi Prayoga,1,2025-08-11 06:25:47,Sulit bikin account
Garvin Reviando Rionardo,1,2025-08-11 06:16:25,eror saat verifikasi bukan robot berulang ulang terus
Aswin Pts,1,2025-08-11 05:31:59,"kenpa saya gak bisa register padahal saya sudah menyelesaikan teka teki puzzle pipa berulang kali,,tetap gak bisa tolong di benerin puzzle nya"
Algibran Putra Susanto,1,2025-08-11 05:15:45,hapus Verify nya Gua ngestuck Terus
Sari Nuraeni,5,2025-08-11 04:39:19,seru bngt 🤩🤩 layanan lita ini fitur nya banyak temen curhat dan temen mabar asyikk juga g bosen sama sekali cuss download langsung nikmati layanan fitur lita
Rivabagya Samudra,1,2025-08-11 03:22:48,ngebug gabisa create akun
Fabian Arka,1,2025-08-11 00:38:23,eror suruh not human
Narren Adrian.,3,2025-08-10 23:41:02,"Aplikasi Aneh, Saya sudah join server tapi server tersebut tidak muncul, sudah saya coba semua cara hasilnya tetap sama, tolong perbaiki masalah bug tersebut."
Setiawan Nugraha,1,2025-08-10 22:59:07,gak jelas bet. gk bisa login...
Law_office Ice_Yunika,5,2025-08-10 22:54:23,aplikasi nya keren
ayam geprek,1,2025-08-10 21:36:34,gjls banyak bug
morning star,1,2025-08-10 19:51:53,gk jelas susah kali daftarnya
Dedek Latif,1,2025-08-10 19:40:53,"Please help me verify my robot, it can't be approved, after it's successful it goes back again, please fix it"
Meidiana Sw,1,2025-08-10 18:38:52,tidak bermanfaat susah buat masuk... mending hapus aja apk nya
Feri Irawan,1,2025-08-10 18:06:42,kocak bett verifikasi ko muter2
Adit Sasmita,1,2025-08-10 18:05:02,saya kecewa dengan apk ini mengapa saya tidak bisa membuat akun selalu gagal dalam verifikasi
Nufa Mathey,1,2025-08-10 17:16:43,aplikasi tolol bolak balek suruh verifikasi udh betul pun verifikasi lagi memang aplikasi tolol
alin salsafilah,1,2025-08-10 16:33:39,"udah coba berkali kali daftar selalu gabisa, stuck di wait are you human terus pdahal udah bener tapi selalu gabisa!!"
Daffa,1,2025-08-10 15:14:35,register aja susah banget asu
Danu Romansah,1,2025-08-10 14:30:26,bug Bot musik tolong di perbaiki suaranya jelek banget kayak radio
bajing Dowo,1,2025-08-10 14:26:57,ada bug gaje mana ada robot mau join server bokep
Noah Enoch,2,2025-08-10 14:20:34,apalah dikit² konfirmasi anda bukan robot gw udah verifikasi 2 jam ga jadi² dikira yg daftar robot apa??!!
Bagas Kechee,1,2025-08-10 14:10:38,"ribet login nya kaya ada hal penting aja, udh gitu ngirim verify nya jelek, lama, banyak bug hadeh"
Affan Ibrahim,1,2025-08-10 13:55:37,pas mau login selalu di spam are you human kan tholol
Jeremi,1,2025-08-10 13:55:30,"saya tidak bisa mendaftar karena verifikasi ""are you human"" selalu saja mengulang, itu buruk"
phy phy-0p,3,2025-08-10 13:39:29,"Why can't I register an account? I'm stuck on ""wait, are u human?"" ????"
Naura Hasna,1,2025-08-10 13:39:08,"nomornya selalu invalid, padahal nomor yang saya masukkan sudah benar."
JHODY PANGESTU,1,2025-08-10 13:23:55,"macam mana ini aplikasi,login aja nggak bisa padahal sudah benar dalam pemasangan email dan password, Tolong difixkan ini. saya kasih bintang 1 karena kecewa aja, kalau sudah normal Saya kasih bintang 5🙏🙏"
Muhammad Arif Dwi Saputra,1,2025-08-10 13:17:06,parah daftar gak bisa terus verifikasi mulu gak kelar²
Kaenzooo,2,2025-08-10 13:15:47,mohon maaf ni untuk aplikasinya saya heran kenapa verifikasinya sekarang ga bisa di kirim saat jawabannya sudah benar tapi di cek salah jadi mohon untuk discordnya bolehkah ada verifikasi ketiga karena saya merasa itu adalah bug 🙏
Alyu Firzha,1,2025-08-10 13:04:36,disini saya tidak bisa masuk ke dc
Salwa Ariqah,1,2025-08-10 12:46:37,"tolong lah min, aku mau masuk aja ""are u human?"" muluu udh aku masukin 1000 kali ada kali itu, tolong lah minn perbaikin bug nya ini mengganggu sekali"
Adi Ihsan,1,2025-08-10 12:44:45,I want to create an account but it is very difficult because verifying whether you are a human is so complicated
Verlita Anatasya,1,2025-08-10 12:41:37,verifikasi nyaa ga bisa bisa.
Freddy Aljunlo,1,2025-08-10 12:38:37,"spamming captcha, i can't register, im a human"
Bagas Juliantino,1,2025-08-10 12:31:49,mana ada robot yang bisa solve berkali kali kocak banget bikin akun aja solvenya berkali kali
Suherlan heri,1,2025-08-10 12:28:57,susah registrasi malah stuk di are you human??
xyzqwerty,1,2025-08-10 12:17:37,Aplikasi aneh. Mau register aja susah banget. Padahal udah confirm bukan robot tapi masih aja disuruh buat konfirmasi bukan robot. Udah diulang-ulang masih aja suruh konfirmasi lagi. Gajelas emang.
iman datav,1,2025-08-10 12:15:00,di saya kok kalo discord nya ga di login ber minggu-minggu kok suka ke log out sendiri ya?
Naufal Gm,1,2025-08-10 12:13:38,plsss lah discord gua mau bikin lagi akun di verifikasi nya itu loh yang ga bisa are you humen? stak disitu terus kode suka banget eror bikin yang bener nape discord
Maria yusi Puspita,1,2025-08-10 11:48:25,ini kenapa ya...udah verify dan ngerjain puzzle tapi tetap disuruh verify berkali kali tolong dong di perbaiki ya...terimakasih
Zyxcy 03,1,2025-08-10 11:39:57,kagak bisa buat akun
Azam Ainurzamzam,5,2025-08-10 11:23:32,good
Farhan Pribadi,1,2025-08-10 11:05:18,tolong bug pas buat tanggal lahir udahhh bener tapi selalu not'you a robot terus yaa berkali kali gua kaya gitu nga jadi jadi
Felix,1,2025-08-10 10:48:15,jelek tiba tiba di banned aku
Alif Kurniawan,5,2025-08-10 10:25:46,apik👍
Edi Pakedi,5,2025-08-10 10:03:34,terima kasih
Rehan Marsam,2,2025-08-10 10:02:13,update dong discord bisa nobar netflix tanpa layar hitam di hp
Alya Davinci,3,2025-08-10 09:57:44,tolong tambahkan bahasa Indonesia dan emojinya dibikin lebih hd lagi
Maryana Zein,1,2025-08-10 09:57:39,SUSAH BANGET REGISTER DOANG YAELA NI APK
Sarion,3,2025-08-10 09:57:01,"what the hell discord, why can't I change my username? why my password always incorrect while I type them right? fix it. (edit) not work, thx."
Kharisma Anhar,1,2025-08-10 09:54:48,Terjadi bug pafa capthanys
Blue Archieve,1,2025-08-10 09:11:53,tolong chaptcha nya diperbaiki
Azam Rizqullah,1,2025-08-10 09:11:17,"Saya sudah verifikasi saya bukan robot tapi, kenapa saya tidak bisa membuat akun dan terus saya bukan robot berulang kali?"
I gusti Putu murdana,2,2025-08-10 08:30:05,"ada yang bisa kasih tau?. ini kenapa selalu aja ada notif ""wait.your Human"" dah berkali kali coba tetep ae gak bisa😞😞"
Abidzar Wibowo,1,2025-08-10 08:23:57,saya mau bikin akun gk bisa
rifqi ryanz,1,2025-08-10 08:19:10,gjls banyak bug
rizki rahmatin,1,2025-08-10 08:15:35,saya tidak bisa register dan selalu dikira robot
Wan,1,2025-08-10 08:11:45,apk aneh udah pake sandi email di suruh masang pipa tapi udah di masukin di suruh terus udah 24 kali gw
Putra Ichwano,1,2025-08-10 08:06:13,fix your hcaptcha im a human stop asking im already answer your question
AkbarXZey akbar,3,2025-08-10 07:59:57,Selalu created account tapi gak bisa
Cut Putri,5,2025-08-10 07:58:57,thank you
rudi dhargombez,1,2025-08-10 07:53:09,discrot agak lain aku udah verifikasi pake nomor telpon masih gak bisa agaklainnnnnnn
Raysa Nur kamilah,2,2025-08-10 07:44:30,"gak bisa join server, terus pas udah masuk malah keluar sendiri padahal sudah verifikasi dan link server nya masih baru loh.."
KiandiNaufal Ellianas Carmelia,1,2025-08-10 07:39:37,"cant create account, keep on asking ""are you a robot? """
doni poniman,5,2025-08-10 07:28:56,keren
Ardan Eliza,5,2025-08-10 07:24:40,"seru banget kalo main grow a garden, bisa dapetin seed seed baru"
Azira Tinn,1,2025-08-10 07:22:22,sering bug Mulu
Mr Zorro,1,2025-08-10 06:35:27,"tolong dong saya bukan robot nya di perbaiki, saya udah 50 kali percobaan menyelesaikan saya bukan robot di suru sambungin pipa air, ga bisa bisa tolong dong bantuan nya"
rendi permana,2,2025-08-10 06:26:05,"pengn buat akun, malah bolak' di saya bukan robot tolong diperbaiki bug nya"
mitsuki comell,1,2025-08-10 05:35:43,pas ngerjain fuzzle ngulang terus padahal persyaratan sudah terpenuhi aplikasi jelek 👎🏻
guntur akbar,1,2025-08-10 05:33:11,"Dari tadi engga bisa masuk masuk padahal gw tau email dan pw nya tapi enggak masuk masuk itu gimana. masih gk bisa.masih aja gk bisa tpi saat yg memasukan email saya. situ tertulis "" email tidak ada """
Penguna Bulan,1,2025-08-10 05:25:26,bug confrim
rikosaputra rikosaputra,1,2025-08-10 05:20:06,susah ajg login nya
Azka Azka,5,2025-08-10 05:10:58,karna anbatukan banget
Reyhan Valiant,1,2025-08-10 05:01:56,"tidak bisa login, bener bener aplikasi ampasss login gabisa teruss"
Ari Gabriel,1,2025-08-10 04:38:32,"mau bikin akun tapi ai nya nanya Mulu aku robot bukan, sumpah sok asik"
faiz Febrian,1,2025-08-10 03:39:13,garingg verifikasi robot ngulang ngulang 1000×
tata suparta,1,2025-08-10 03:35:04,kadang gagal login cokk
