score,at,content_stemmed
2,2025-12-24 07:02:33,somehow nothing is loading on my account like every time i m trying to chat it won t load muncul akun kali coba obrol loading
5,2025-12-24 06:19:02,seruu banget teman
1,2025-12-24 05:02:34,gimana si gua nunggu kode verify nya banget dah gua dapet dapet kode verify gimana gua login coba baik nih nya gimana si nunggu hari gitu dapet kode verify ya
4,2025-12-24 04:48:21,kurang menyettingnya susah pake bot moga setinggnya mudah ting manual milik server
1,2025-12-24 04:05:54,huhh install hapus gagal trus login tetep usaha masuk bahasa indonesia server indo error
1,2025-12-24 03:45:19,gabisa login email pw no tlp
1,2025-12-24 03:29:31,ai nya ngawur gw bot
5,2025-12-24 01:24:10,gw dapet temen cuy orang nya asik
5,2025-12-23 23:05:42,mantaf
5,2025-12-23 20:40:41,keren
1,2025-12-23 17:57:03,bagiin layar pake layar ambang and stay apk dc nya tolong baik
1,2025-12-23 14:23:51,login verifikasi robot login pas udah imel nya salah
1,2025-12-23 14:09:22,stream gada suara wok rispek banget teman teman tada dengar suara stream gwah wok
1,2025-12-23 14:08:34,kau namanyakan update jaring stabil lambat banget masuk voice rtc terus
1,2025-12-23 13:38:45,apk nya instal
4,2025-12-23 12:42:22,bahasa banyak tk tau bahasa inggris
5,2025-12-23 12:39:59,lumayan bagus wa dah gitu bye
1,2025-12-23 11:57:39,akun masukin lgi
1,2025-12-23 11:36:46,developer gimana sih login akun pas verifikasi robot pas verifikasi udah selesai bilang akun valid tolong benerin gabung server kali delapan roblox gara gara doang
1,2025-12-23 11:27:35,kendala pas login email sandi udah bener gagal teruss bingung emosi dikitt ku kasih bintang
1,2025-12-23 11:09:43,bantu login loginkan hapus salah baik
4,2025-12-23 10:35:05,turut salah ngobrol baik pas ngerjain quest dapet orb nonton video sinyal bagus tau bug tolong baik
5,2025-12-23 08:31:31,bagus
2,2025-12-23 08:25:47,apknya udh rusak tolong baik login g
1,2025-12-23 07:36:00,lu play store si hapus benci pas google muncul gua benci banget
1,2025-12-23 07:30:15,cacat bener kadang send pesan sinyal bagus
3,2025-12-23 03:22:58,kak mw log in kox kasih kode otp nya gmna sih
2,2025-12-22 22:22:37,digit nomor telepon
5,2025-12-22 22:15:12,bagus titik kumpul informasi kumpul bagus banget
1,2025-12-22 13:32:20,benerin server login kirim sms verif kirim smsnya login buang
5,2025-12-22 13:16:12,apk bagus komunikasi orang buat translate negara indonesia
3,2025-12-22 11:55:06,tingkat kualitas
5,2025-12-22 07:42:38,dah
5,2025-12-22 05:23:35,lumayan mod game jara gratis pajak koruptor hehe
5,2025-12-22 03:11:13,aplikasih bagus
1,2025-12-22 02:39:06,bug sebentar langsung dah bikin stres tau
1,2025-12-21 23:53:04,alah dc gajelass lu nambahin email verifikasi invalid pw email nya bner sehat dh apk sampah
1,2025-12-21 16:53:31,akun hilang senyap musnah login udah sesuai pass nya gegara mfa nya aktif usef jadul mentingin kembang software ko kontrol bilang males bikin akun bikin pke no hp terima wes wasalam weh
5,2025-12-21 15:27:41,ringan telpon grup
2,2025-12-21 12:50:45,mobile ubah update quest orbs shop orbs
5,2025-12-21 06:34:42,dapet tonton bagus vip si wkwk
1,2025-12-21 05:48:34,ribet banget login nya
1,2025-12-21 03:59:14,kode verifikasi kirim nomer login udah bulan loh tangan ya
2,2025-12-21 03:16:04,hello tolong baik bug log in no hp
5,2025-12-21 02:42:42,bagus anjir
5,2025-12-21 01:44:05,anjir gw cari kode ff old susah
1,2025-12-21 00:26:10,quest diplay apa stupid
1,2025-12-20 19:05:57,ngirim pesan tanda merah mulu pdhal ngomong toxic
1,2025-12-20 18:02:39,login dah pw udah bener tetep bilang salah
4,2025-12-20 14:53:37,engga login baik
2,2025-12-20 12:37:19,bug quest handphone android quest force close tolong baik
1,2025-12-20 11:40:32,konfirmasi nomer telpon lelet sumpah
4,2025-12-20 10:37:01,lumayan sih main game bareng orang pro toxic hasil dapet toons suka ku dandy s world
5,2025-12-20 07:16:43,tololll udah login gabisa apk mending bikin
5,2025-12-20 04:15:15,terimakasih iya banget sih
3,2025-12-20 04:05:27,kasih bintang tolong bahasa nya kasih bahasa indonesia biar paham daftar pake bahasa inggris sulit banget sampe hapus download tolong ya tingkat bahasa nya in pake bahasa indonesia terimakasih
1,2025-12-19 15:09:15,update chatnya delay parah menit kirim block alas please fix this bug
1,2025-12-19 14:38:27,game bayar anak anak main gam
3,2025-12-19 14:16:01,kecewa hilang suara lost main game
1,2025-12-19 14:10:33,buruk
1,2025-12-19 13:47:04,tolong proses verifikasi baik
1,2025-12-19 13:43:20,susah nge add roblox kali kali failed mulu nyebelin bantuin jgn diem udh excited join server biar main roblox bareng temen online tpi jdi bikin kesel yaudah uninstall
5,2025-12-19 11:54:33,chatting baik fitur limpah thx developer
1,2025-12-19 11:54:17,akun nya tolak udah bener
4,2025-12-19 10:27:46,bagus sebenernya cuman login dapet ultra rare eror mulu
5,2025-12-19 07:17:50,nya bagus gw akun
4,2025-12-19 07:15:15,ngebug isi diri masuk pas voice mohon baik
1,2025-12-19 02:33:18,masuk sya mah download masuk udah coba kali kali kali salah udah rekomendasi
2,2025-12-19 01:48:41,mayan guna ya pas join nya pakgm resend ferification email pas isi tetep kembang baik mudah bintang
1,2025-12-19 00:27:32,kendala login akun tolong benar
3,2025-12-18 23:38:07,atur bahasa indonesia woy
5,2025-12-18 13:25:47,bahasa indonesia
1,2025-12-18 13:10:01,sistem verifikasi lu sampah tolol bawah sistem verifikasi email facebook x instagram sistem lu kampung
1,2025-12-18 12:54:14,logiiiinn o iya bintang enol ya karna bintang
3,2025-12-18 07:26:54,bnyk bug
1,2025-12-17 18:28:43,suka
5,2025-12-17 13:06:56,solid sayang kendala pulih akun nomor lebih pulih akun loginnya nomor ponsel baik terimakasih developer
1,2025-12-17 12:01:04,download normal tinggal apk minggu buka suruh log in masukin email pake nomor tetep uninstall
5,2025-12-17 11:45:04,bilang mantap aj sihh
5,2025-12-17 10:22:30,bantu banget bagus deh pokok
1,2025-12-17 09:39:17,maaf kasih bintang ya gimana tolong mudah login susah masuk developer tolong plissss mah masuk login susah banget tolong ya development
1,2025-12-17 09:03:46,suruh selesai puzzle not ai udh salah mulu muter muter mulu
1,2025-12-17 07:42:58,akun udah masukin pasword email pagi sampek siang nungguin
1,2025-12-17 07:41:46,pas masuk pake register unable to register ya
1,2025-12-17 07:16:57,bikin akun pas verifikasi robot
2,2025-12-17 02:01:47,kode sms masuk masuk ya emang kartu axis sinyal kuat
1,2025-12-17 00:47:12,akun bahaya rugi main
5,2025-12-17 00:33:23,cocok selingkuh ni
1,2025-12-16 15:06:40,game jelek bug item suka hapus
1,2025-12-16 14:51:55,sih gw udah pas gambar gagal mulu sampe emosi gw
1,2025-12-16 13:34:22,tolong sih join temu suara suara teman yah
1,2025-12-16 11:52:40,susah login banget bug nya
1,2025-12-16 11:38:22,gimana sihh udah coba masukin email udah bener tetep g g keliru sedikit capek bolak google gimanasihhh
5,2025-12-16 10:58:17,mohon dev tolong tambah bahasa indonesia apk
1,2025-12-16 10:43:58,susah login ambil link
1,2025-12-16 10:36:25,tolol kadang jinx udh masuk stuck gaada suara jaring aman stiker suki mulu dibanyakin fix bug noh
1,2025-12-16 09:14:12,bug
5,2025-12-16 09:08:02,teman
5,2025-12-16 07:45:28,temen pajar hamil gara gara
5,2025-12-16 07:34:55,tau bintang
1,2025-12-16 07:15:29,habis kali coba ngirim nomor telpon udh kasih kode asu
1,2025-12-16 04:28:03,tau masuk pake kode
5,2025-12-15 23:44:55,bagus banget gw teman rumah buru download bagus banget loh
1,2025-12-15 17:30:07,gjs ngebug
5,2025-12-15 15:39:50,apk guna
4,2025-12-15 15:31:24,cuan keren
5,2025-12-15 14:26:37,bagus banget nya informasi komunikasi bintang ya
5,2025-12-15 12:48:35,apk kayak jmbt jembatan komunikasi
2,2025-12-15 11:26:26,kadang suara suka ilang
1,2025-12-15 10:24:04,sampah daftar akun doang ribet nya udah kaya nyoblos wapres sampah
5,2025-12-15 10:07:47,mudah kerja
1,2025-12-15 08:51:21,mobile kirim nomer telpon iya tau pake email akun coba resend email
1,2025-12-15 07:37:47,bintang karna coba dc kelas king
5,2025-12-15 07:21:06,medsos bisnis kini
1,2025-12-15 06:08:38,email password masuk sih butuh nya mohon baik y udah baik ksih bintang
5,2025-12-15 05:45:07,iki epep
5,2025-12-15 04:40:55,bicara
1,2025-12-15 01:22:13,apk nyesel daftar kiraiin gratis bayar
5,2025-12-15 01:12:45,bagus kasih rating bintang
1,2025-12-14 15:52:20,servis buruk dc windah ilang gaje pdhl udh k member apacoba
4,2025-12-14 14:03:42,tolong tambahin bahasa indonesia
4,2025-12-14 14:00:10,nya bagus cuman bahasa indonesia
1,2025-12-14 13:41:03,jelek suara dengar udah izin akses mikrofon
1,2025-12-14 13:37:44,ngasih sandi akun email salahin emang gimana udh akun maksa banget udh kasih sandi pas banget udh ku update sandi nya sadar sih gw udh nungguin jam bikin akun google kasih sandi akun google terima gw udh buang buang gimana gw tungguin dibenerin gw hapus tuh gw sebarin
5,2025-12-14 12:02:25,bantu komunitas
1,2025-12-14 11:46:19,knp dah apk dc gua error muluu dahh
1,2025-12-14 11:43:15,apk nya bagus bantu nya login no tlpn alamat gmail nya bilang akun valid banget login nya lelet bener bener lelet banget mohon baik rusak banget nih apk
5,2025-12-14 08:51:07,nya bagus ngelag
1,2025-12-14 08:23:19,palsu akun log in bikin akun ngak palsu
2,2025-12-14 05:38:56,notifikasi kadang muncul perangkat mobile download ulang notifikasi itu tahan udah hilang
5,2025-12-14 04:37:59,good ajar guna
1,2025-12-13 18:56:43,bug nyaman iklan
2,2025-12-13 18:43:18,kenapaaa yaa fitur nonton nya apk serenrak
1,2025-12-13 14:04:21,nya udah bagus baguss banget ganggu eror gituu nerimaa minta teman verifikasi mulu udahh mintain no telpon wa kasihh mohon bantu ya vevek suruh baik eror nambah parah memeq udah ulang ulang bikin akun suruh verifikasi tolong ya owner nya baik
5,2025-12-13 13:38:10,mantap apk nya
5,2025-12-13 12:57:08,bantu bicara main kumpul
5,2025-12-13 12:45:03,tolong buka channel
5,2025-12-13 12:01:52,bagus maen fish it
4,2025-12-13 11:34:28,puas apk fitur ganti user cepat praktis moga baca yaa
1,2025-12-13 08:23:52,mohon maaf karna login register nya susah
5,2025-12-13 07:47:44,nya bagus lancar
1,2025-12-13 07:47:33,diskord ulang kali coba paswordnya kesel nih
5,2025-12-13 07:39:19,keren teman
1,2025-12-13 05:41:57,fix streaming nitro nya ringanin udh beli nitro pas pake fps resolusi buffering burem parah kualitas stream nya bagus pas sblm buy nitro sinyal dah kenceng kabel lan tetep buffering lag parah pas nyalain stream gin jadi sia beli nitro
5,2025-12-13 03:44:34,sippp double tap emoji udah nonaktif
5,2025-12-13 01:38:43,maaf sopan kasih bintang
3,2025-12-13 01:13:41,baik isi coba
1,2025-12-12 19:18:53,kaga banget gw udah akun dc kaga bgo
5,2025-12-12 15:28:34,bagus
5,2025-12-12 15:27:32,whatsaap seru
5,2025-12-12 13:55:28,ngebuat temen internasional kadang kadang cuekin cuman apk emang seru banget nyaman banget sih gaada bug ku kasih rating bintang thank you
5,2025-12-12 12:38:30,hp ngelag patah patah main tenang cocok hp kuat main geme
5,2025-12-12 12:22:27,kerja bagus
5,2025-12-12 11:50:49,aman record
1,2025-12-12 10:51:32,wow jelek kali kali login masuk kasih bintang
1,2025-12-12 10:43:33,tolong bener apk ya akun code ya kirim kirim tolong
1,2025-12-12 09:19:32,login udah masukin email password udah bener login udah login ulang mulu reset password udah bener sandi gmn login susah nya kayak cari sudut bumi
1,2025-12-12 09:04:35,hack anying
5,2025-12-12 09:03:44,sanggat menbantu
1,2025-12-12 07:46:07,fitur multifaktor akun hack kembali akun email pribadi akun
2,2025-12-12 07:29:23,shop ngebug tuh terus refresh
1,2025-12-12 03:47:39,jelek banget ngentiauuddaew
1,2025-12-11 16:42:45,bagus sih bagus tp iya buka ni apk doang benerin ngapa apk udh up udh jaring kenceng an masuk masuk channel bikin cape masuk masuk baik lgi rusak benerin woy benerin
2,2025-12-11 12:46:47,login susah banget udah reset password dipentalin apk udh bikin nostalgia maaf kasih rating login nya susah
1,2025-12-11 12:39:19,anak anak nak tipu rawan cabul kurang waspada orang tua masak guna nya guna cermin pribadi buruk tau orang tau taham kedewasan sikap anak anak nahu media sosial saran orang tua brhati hati trimksh
3,2025-12-11 09:39:50,halo gatau bug coba masuk server pas udah hasil masuk servernya pas udah hasil masuk tiva click link nya udah bener tolong baik
1,2025-12-11 09:28:28,daftar susah
1,2025-12-11 09:21:37,masuk pasword nama
5,2025-12-11 09:18:48,nyaa baguss
5,2025-12-11 08:56:18,bagus hp tecno
5,2025-12-10 14:04:19,lumayan enak chat sharing tahu
1,2025-12-10 12:57:55,kagak tolak mulu aneh
4,2025-12-10 10:52:05,tolong sedia bahasa indonesia depan ya dev populer indonesia
3,2025-12-10 09:13:56,ngecrash dowload gambar gagal mendownload hasil chrome ngelag pas kirim pesan kadang layar gelpa
1,2025-12-10 07:43:55,masuk padala pencet ihemo
5,2025-12-10 07:24:51,main bagus
1,2025-12-10 06:27:32,member cundang ya salam orang sunda
2,2025-12-10 05:48:23,boros kuota bug benerin minimal
5,2025-12-10 03:40:23,tarik operasi mudah
5,2025-12-10 01:23:15,game guna afk game
5,2025-12-10 00:48:23,tolong tambah opsi bahasa indonesia bagus translator obrol posting informasi bantu suka guna universal bagai negara terimakasih
5,2025-12-09 23:55:41,bahasa indonesia
5,2025-12-09 14:48:22,bagus banget cold nya sumpah
5,2025-12-09 07:57:25,tolong kasih bahasa indonesia ya
2,2025-12-09 07:46:20,bagus yah masuk pdhl udh kasih passwordnya tpi tetep salah matiin nyala passwordnya dapet daoet kirain wifiku error eror tolong benerin ya
1,2025-12-09 06:09:07,nih banget login
5,2025-12-09 05:37:20,bagus cari teman mabar saran gaul nya hati hati ya
5,2025-12-09 03:57:39,bagus komunikasi teman teman tugas kantor sekolah
5,2025-12-09 01:49:09,bagus afk
5,2025-12-09 00:42:20,ingat developer alami ganggu login selesai longiin pesan tulis unable to register we cant create an account for you right now developer tolong tangan kali login masuk bintang
5,2025-12-09 00:03:55,ukur berat
5,2025-12-08 22:53:21,bagus banget komunikasi nal teman teman
5,2025-12-08 20:59:55,keren bagus afk bel murah gerat pake cloud moon
1,2025-12-08 19:15:31,seru susah pasuk nya coba register log in tetep coba password akun keliru coba tetep rame tolong betul alami main teman teman join coba tolong baik kasih rate
1,2025-12-08 14:39:35,tolong volume mic hp besar
2,2025-12-08 12:50:24,gajelas daftar udah bikin pasword suruh reset udah reset suruh reset kali bolak gituan doang aneh apk eror gejlas
3,2025-12-08 09:29:15,gtw pakenya
4,2025-12-08 07:52:14,kali rating hapus ruang penyimpananya pas login akun lupa sandi google tuh pas pakai akun google ko ngetik nya bener tolong radak baik biar orang orang nyaman biar lupa sandi kasih tunjuk akun google nya
1,2025-12-08 06:56:55,tiga kali email sandi login bug mohon baik
1,2025-12-08 05:35:26,apasih anjir gw coba log in pake email pw pw nya ganti ketat nya
4,2025-12-08 04:33:07,udah bagus ko update yaa update update
5,2025-12-08 03:42:44,manfaat
1,2025-12-07 17:37:39,masuk main val temen gabisa masuk pusing tau bug bug pls fix
1,2025-12-07 13:29:44,gajelas ngefreezee mulu nih gw kasih rating dh
5,2025-12-07 13:21:40,work thanks
5,2025-12-07 13:06:39,kemren ganti whatsapp
5,2025-12-07 04:54:39,bantu info group bisnis
1,2025-12-07 03:03:18,orb claim
5,2025-12-07 02:39:46,mod kucing super bear adventure yehhhhhh
4,2025-12-07 00:30:06,ngalamin bug pas masuk voice channel pas main game depan tolong tambahin tombol mute soundboard orang biar mencet orang mute soundboard biar praktis
1,2025-12-06 14:00:06,kasih border imut adil
1,2025-12-06 13:26:41,link platform
3,2025-12-06 12:21:43,bagus suka cuman yaa voice out voice nya pas main roblox temen kesel cape bolak udah download ulang sampe kali tetep perbaikin sih biar kaya gitu sinyal bagus banget
1,2025-12-06 11:35:42,frame kucing
3,2025-12-06 11:11:12,daftar lihat bincang publik guna bingung teman
1,2025-12-06 09:57:38,halo bantu coba login salah sandi email sad ku meng fix bug moooohhooonnn bintang
5,2025-12-06 08:18:05,guna
1,2025-12-06 06:35:41,gw capek bolak verifikasi eh error
1,2025-12-06 01:55:08,halo discrod verifikasi nomor telpon masuk cuman salah ketik cari teman
2,2025-12-05 23:21:25,notifikasi nyala notifikasi fungsi
1,2025-12-05 19:52:53,gabisa masuk grup
1,2025-12-05 17:42:45,akun ya pas login sistem bilang email masuk akun ku
3,2025-12-05 16:33:18,telegram lengkap fitur ni jeleq tampil nya
5,2025-12-05 16:00:45,update ganti account pls biar pake ganda
1,2025-12-05 15:44:48,user main apk coba register akun susah udah pakai email nomor telfon create account notif system are you human terus udah drag fits the shape tetep are you human kecewa sytemnya rate bintang ya terima kasih
1,2025-12-05 12:34:43,milik terjemah bahasa indonesia jelek
5,2025-12-05 09:06:05,hmmm cuman minus nggak uang langgan nitro umur idup
5,2025-12-05 08:05:00,bagus tingkat interfacenya mudah
5,2025-12-05 05:03:32,keren banget mabar pois we gantiin whatsa
1,2025-12-05 03:16:44,tolong buat bahasa indonesia
1,2025-12-04 22:43:10,indonesian language release
1,2025-12-04 20:18:07,operasi ganti hp rusak
3,2025-12-04 15:04:41,update ngecrash yakali hpku kentang cuman doang
4,2025-12-04 13:11:43,baguss kadang suka lag telpon wifi nya bagus
5,2025-12-04 13:05:45,bug salah satu sharescreen gada suara
1,2025-12-04 08:55:19,terima verifikasi akun nomber
1,2025-12-04 07:23:39,gabisa login daftar gmail masalah ribet dah
4,2025-12-04 07:00:34,si log in susah bangettt informasi bener email pasword kadang suka error udah verifikasi email tetep login log out susah masuk lagi mohon developer tolong baik terimakasih
5,2025-12-04 00:22:12,bagus karna ak chatan sm fsyal virtualk
5,2025-12-03 14:54:54,tolong kasih bahasa indonesia
1,2025-12-03 13:06:46,sulit masuk udah kode verifikasi langsung masuk
4,2025-12-03 11:07:55,akun ubah nggak sengaja hapus number phone pikir coba masukin nomor telpon codenya nggak muncul tolongin nggak tombol send back
3,2025-12-03 10:25:11,sing rating e jelek ngak iso inggris tah wkwkwkk
